Timestamp,Sender,Receiver,Two_Way_Latency_ms
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,3.816
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-72.551
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,5.005
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-79.452
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-82.226
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,6.559
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-86.988
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-89.531
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,7.565
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-97.399
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-99.757
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,8.347
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-102.221
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-104.086
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,8.810
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-109.552
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-109.688
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,9.351
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-115.770
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-118.173
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,12.197
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-122.128
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-126.614
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,12.207
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-132.684
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-131.355
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,13.486
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-141.046
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-141.051
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,16.202
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-148.179
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,16.169
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-156.687
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-157.906
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,17.320
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-164.152
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-165.444
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,18.454
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-171.265
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-172.522
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,19.801
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-178.055
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-179.444
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,20.884
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-185.484
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-186.843
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,22.153
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-192.587
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,22.031
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-196.302
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-200.015
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-202.286
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,22.076
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-206.047
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-208.378
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,22.200
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-213.202
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-213.203
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-210.845
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,22.191
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-211.960
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,21.110
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-213.263
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-214.347
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,22.396
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-217.054
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,22.143
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,22.204
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-213.124
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-221.795
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-210.962
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-222.832
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,24.521
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-215.577
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-240.980
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-240.861
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-239.468
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-231.045
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,24.490
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-229.821
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-227.736
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-218.170
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,24.030
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-216.724
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,25.542
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-216.684
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-229.110
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,25.932
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-214.189
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-216.912
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-224.212
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-213.172
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-214.495
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-205.312
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-238.621
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,27.982
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,14.810
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-221.944
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,30.017
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-227.268
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-224.051
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-223.682
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-225.045
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,29.124
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-207.139
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,30.613
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-213.421
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-220.496
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,31.843
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,31.728
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-213.146
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-222.727
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,33.034
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,33.034
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-216.891
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,33.096
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-217.121
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-213.310
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,32.875
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-228.972
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-214.311
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-221.047
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-208.219
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-203.717
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,34.966
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,34.748
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-207.074
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,36.707
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-204.854
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-192.735
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,36.778
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-208.213
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-208.066
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-199.625
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-207.043
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-205.000
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-199.197
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-197.359
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-198.987
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-200.330
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-227.290
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-226.170
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-210.740
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-229.442
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-208.348
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-219.713
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-213.323
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-211.858
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-217.043
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-211.209
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,41.483
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-201.243
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-200.327
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-220.317
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,42.721
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,41.466
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-202.175
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,41.790
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-215.165
2026-08-12 12:47:37,192.168.101.10,192.168.103.10,-202.160
2026-08-12 12:47:37,192.168.103.10,192.168.101.10,-203.664
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-205.886
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,43.936
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-204.713
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-203.609
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,43.161
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-204.475
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-206.751
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-207.024
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-230.358
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,29.893
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-214.328
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-221.709
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-213.266
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,46.076
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-222.839
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,45.846
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,47.849
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-205.879
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,47.881
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-213.149
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-206.322
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,48.705
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,47.294
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-205.676
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-209.728
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-210.572
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-195.951
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,48.718
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-198.495
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-199.745
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-226.105
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-226.149
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-225.477
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-224.079
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,35.965
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,49.158
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-214.651
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-212.126
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-214.427
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-204.127
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,50.564
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-210.084
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-208.411
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,51.888
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-206.090
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-205.844
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-210.863
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,52.356
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,53.694
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-197.305
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,53.587
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-194.013
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-198.458
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,54.223
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-216.095
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-216.095
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-207.196
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-204.810
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,55.670
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-204.318
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-204.520
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-209.383
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-206.990
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-199.890
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,56.698
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-210.737
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-208.307
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-193.240
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-190.745
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,56.582
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-200.581
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-190.047
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,58.724
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-187.520
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-190.144
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-190.151
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-190.084
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,58.680
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-191.710
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-189.238
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-186.783
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,43.381
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-211.416
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-212.644
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-211.516
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,61.678
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,45.808
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-198.615
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-202.351
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,61.664
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-182.916
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-204.868
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-202.258
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,62.950
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-183.426
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-191.075
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-190.123
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-174.653
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-173.331
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-172.063
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,64.443
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,64.543
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,65.716
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-174.533
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-174.000
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-174.317
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-175.551
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-199.098
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-183.514
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-182.237
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,48.244
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,49.479
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-190.649
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,66.754
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-186.779
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-192.238
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-191.563
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,68.429
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-181.715
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-182.206
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-180.607
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,68.998
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-178.025
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-180.314
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-185.481
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,70.887
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,70.940
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-196.608
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-199.200
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-183.544
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-213.453
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-213.430
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,71.285
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-199.273
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-201.620
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-204.350
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-185.236
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-185.309
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,71.397
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-213.342
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-185.298
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-216.609
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-216.292
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-212.866
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-184.160
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-204.109
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-182.679
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-208.094
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,75.243
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,73.750
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,75.540
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,75.314
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,74.279
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-209.522
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-209.671
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-194.311
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-196.402
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,58.442
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-205.994
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,77.457
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-235.150
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-235.416
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-236.432
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-235.594
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-237.347
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-238.618
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-240.966
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-186.539
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-251.493
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,80.861
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,76.329
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-253.460
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-188.287
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-190.639
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-189.489
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,77.331
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-272.388
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-215.754
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-203.917
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-259.663
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,79.924
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-204.018
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,64.390
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-215.568
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-261.768
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-217.292
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,80.333
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-265.165
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,82.044
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,82.301
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-206.416
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-270.097
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-203.841
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,83.236
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-206.078
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-276.045
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-207.086
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-277.408
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-277.474
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-205.454
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-281.100
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-279.253
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,84.932
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-284.280
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-285.450
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,86.442
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-208.424
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-226.139
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-229.334
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-214.360
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,66.223
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-276.011
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,84.791
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-216.948
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,84.640
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-216.594
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,88.315
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,86.492
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-218.167
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-260.383
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,-260.506
2026-08-12 12:47:38,192.168.101.10,192.168.103.10,-261.645
2026-08-12 12:47:38,192.168.103.10,192.168.101.10,89.437
